Date,Adj Close,Volume
345427200.0,0.0988344699144363,469033600
345686400.0,0.0936782136559486,175884800
345772800.0,0.0868024080991745,105728000
345859200.0,0.0889508724212646,86441600
345945600.0,0.0915297642350196,73449600
346032000.0,0.0971156954765319,48630400
346291200.0,0.1018423289060592,37363200
346377600.0,0.1061399802565574,46950400
346464000.0,0.1117258593440055,48003200
346636800.0,0.1220391914248466,55574400
346896000.0,0.1237579360604286,93161600
346982400.0,0.1207501366734504,68880000
347068800.0,0.1173126175999641,35750400
347241600.0,0.1186016723513603,21660800
347500800.0,0.1160235404968261,35728000
347587200.0,0.1108664572238922,45158400
347673600.0,0.1061399802565574,55686400
347760000.0,0.1039915159344673,39827200
347846400.0,0.1095774844288826,21504000
348105600.0,0.1087180748581886,23699200
348192000.0,0.1048508659005165,23049600
348278400.0,0.1052805632352829,14291200
348364800.0,0.1074290350079536,14067200
348451200.0,0.1065696403384208,13395200
348710400.0,0.1130149289965629,41574400
348796800.0,0.1095774844288826,30083200
348883200.0,0.1117258593440055,15904000
348969600.0,0.1130149289965629,35548800
349056000.0,0.1125852763652801,11222400
349315200.0,0.1108664572238922,24640000
349401600.0,0.110007107257843,23699200
349488000.0,0.1065696403384208,28156800
349574400.0,0.1027024239301681,43904000
349660800.0,0.0971156954765319,46188800
349920000.0,0.0915297642350196,23766400
350006400.0,0.0949673056602478,19152000
350092800.0,0.0984047874808311,27865600
350179200.0,0.0984047874808311,7929600
350265600.0,0.0988344699144363,13865600
350524800.0,0.0936782136559486,16755200
350611200.0,0.0936782136559486,18345600
350697600.0,0.0906703919172287,13843200
350784000.0,0.0898102298378944,14560000
350870400.0,0.0876618102192878,11155200
351216000.0,0.0898102298378944,12275200
351302400.0,0.0936782136559486,19241600
351388800.0,0.0880915075540542,22310400
351475200.0,0.0833649113774299,24371200
351734400.0,0.0846539959311485,14112000
351820800.0,0.0816461816430091,16979200
351907200.0,0.0868024080991745,19488000
351993600.0,0.0880915075540542,10841600
352080000.0,0.0911000669002533,14761600
352339200.0,0.0915297642350196,11760000
352425600.0,0.0902406796813011,16172800
352512000.0,0.089380607008934,13708800
352598400.0,0.0889508724212646,5376000
352684800.0,0.0880915075540542,11603200
352944000.0,0.081216461956501,15321600
353030400.0,0.0773485004901886,28380800
353116800.0,0.0743406936526298,29859200
353203200.0,0.0773485004901886,59248000
353289600.0,0.0764891281723976,231302400
353548800.0,0.0794977098703384,37228800
353635200.0,0.0833649113774299,43747200
353721600.0,0.0885211899876594,36937600
353808000.0,0.0876618102192878,37811200
353894400.0,0.0885211899876594,14604800
354153600.0,0.0919594541192054,22019200
354240000.0,0.0915297642350196,28156800
354326400.0,0.0898102298378944,7056000
354412800.0,0.0880915075540542,12275200
354499200.0,0.0850837081670761,12252800
354758400.0,0.0850837081670761,9900800
